Artist Name,Popularity,Followers,Artist ID,Artist URL,Time Range,Genre(s)
Foster The People,74,4001021,7gP3bB2nilZXLfPHJhMdvc,https://open.spotify.com/artist/7gP3bB2nilZXLfPHJhMdvc,short_term,
Pusha T,73,3005773,0ONHkAv9pCAFxb0zJwDNTy,https://open.spotify.com/artist/0ONHkAv9pCAFxb0zJwDNTy,short_term,
Frank Ocean,88,19173221,2h93pZq0e7k5yf4dywlkpM,https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM,short_term,
Slipknot,81,13396898,05fG473iIaoy82BF1aGhL8,https://open.spotify.com/artist/05fG473iIaoy82BF1aGhL8,short_term,"alternative metal, heavy metal, metal, nu metal, rap metal"
Wallows,73,2964376,0NIPkIjTV8mB795yEIiPYL,https://open.spotify.com/artist/0NIPkIjTV8mB795yEIiPYL,short_term,indie
XXXTENTACION,87,50523924,15UsOTVnJzReFVN1VCnxy4,https://open.spotify.com/artist/15UsOTVnJzReFVN1VCnxy4,short_term,emo rap
Crywank,48,228364,7gzXeFUDWz0aqhikdkOJxQ,https://open.spotify.com/artist/7gzXeFUDWz0aqhikdkOJxQ,short_term,"anti-folk, folk punk, midwest emo"
Clairo,82,6176803,3l0CmX0FuQjFxr8SK7Vqag,https://open.spotify.com/artist/3l0CmX0FuQjFxr8SK7Vqag,short_term,bedroom pop
Liana Flores,67,622383,5zVu34ozw0BzXIcNHqkO0u,https://open.spotify.com/artist/5zVu34ozw0BzXIcNHqkO0u,short_term,
Seedhe Maut,71,996837,2oBG74gAocPMFv6Ij9ykdo,https://open.spotify.com/artist/2oBG74gAocPMFv6Ij9ykdo,short_term,"desi, desi hip hop, hardcore hip hop, hindi hip hop"
Jack Stauber's Micropop,67,2217454,1yNIb413Bmfs2ZBVuPp9kC,https://open.spotify.com/artist/1yNIb413Bmfs2ZBVuPp9kC,short_term,
Drake,98,99472069,3TVXtAsR1Inumwj472S9r4,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,short_term,rap
Queen,86,54174842,1dfeR4HaWDbWqFHLkxsg1d,https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d,short_term,"classic rock, glam rock, rock"
Lil Uzi Vert,85,18910807,4O15NlyKLIASxsJ0PrXPfz,https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz,short_term,melodic rap
Mild High Club,59,600431,5J81VungUjSVHxlPpTI9KG,https://open.spotify.com/artist/5J81VungUjSVHxlPpTI9KG,short_term,neo-psychedelic
Playboi Carti,91,14396844,699OTQXzgjhIYAHMy9RyPD,https://open.spotify.com/artist/699OTQXzgjhIYAHMy9RyPD,short_term,rage rap
Michael Jackson,86,35992683,3fMbdgg4jU18AjLCKBhRSm,https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm,short_term,
System Of A Down,84,13137562,5eAWCfyUhZtHHtBdNk56l1,https://open.spotify.com/artist/5eAWCfyUhZtHHtBdNk56l1,short_term,"alternative metal, metal, nu metal, rap metal, rock"
A$AP Rocky,86,16768671,13ubrt8QOOCPljQ2FL1Kca,https://open.spotify.com/artist/13ubrt8QOOCPljQ2FL1Kca,short_term,rap
The Beatles,86,30089674,3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,short_term,"classic rock, psychedelic rock"
Deftones,83,7047309,6Ghvu1VvMGScGpOUJBAHNH,https://open.spotify.com/artist/6Ghvu1VvMGScGpOUJBAHNH,short_term,"alternative metal, nu metal, rap metal, shoegaze"
Skepta,76,1524917,2p1fiYHYiXz9qi0JJyxBzN,https://open.spotify.com/artist/2p1fiYHYiXz9qi0JJyxBzN,short_term,"grime, uk grime"
Black Sabbath,76,8942069,5M52tdBnJaKSvOpJGz8mfZ,https://open.spotify.com/artist/5M52tdBnJaKSvOpJGz8mfZ,short_term,"classic rock, doom metal, hard rock, heavy metal, metal, rock, stoner rock"
Death Grips,59,949950,5RADpgYLOuS2ZxDq7ggYYH,https://open.spotify.com/artist/5RADpgYLOuS2ZxDq7ggYYH,short_term,"experimental, experimental hip hop"
Joey Bada$$,73,3763364,2P5sC9cVZDToPxyomzF1UH,https://open.spotify.com/artist/2P5sC9cVZDToPxyomzF1UH,short_term,"hip hop, rap"
Radiohead,87,12491823,4Z8W4fKeB5YxbusRsdQVPb,https://open.spotify.com/artist/4Z8W4fKeB5YxbusRsdQVPb,short_term,"alternative rock, art rock"
JAY-Z,85,10093805,3nFkdlSjzX9mRTtwJOzDYB,https://open.spotify.com/artist/3nFkdlSjzX9mRTtwJOzDYB,short_term,"east coast hip hop, hip hop, rap"
Flume,73,2499861,6nxWCVXbOlEVRexSbLsTer,https://open.spotify.com/artist/6nxWCVXbOlEVRexSbLsTer,short_term,future bass
Eminem,92,101578469,7dGJo4pcD2V6oG8kP0tJRR,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,short_term,"hip hop, rap"
Vince Staples,69,2009249,68kEuyFKyqrdQQLLsmiatm,https://open.spotify.com/artist/68kEuyFKyqrdQQLLsmiatm,short_term,
Kishore Kumar,78,16514030,0GF4shudTAFv8ak9eWdd4Y,https://open.spotify.com/artist/0GF4shudTAFv8ak9eWdd4Y,short_term,"bangla pop, bollywood, ghazal, hindi pop"
Dreamville,66,788415,1iNqsUDUraNWrj00bqssQG,https://open.spotify.com/artist/1iNqsUDUraNWrj00bqssQG,short_term,
Nujabes,68,1408562,3Rq3YOF9YG9YfCWD4D56RZ,https://open.spotify.com/artist/3Rq3YOF9YG9YfCWD4D56RZ,short_term,jazz rap
Eyedress,74,2606633,3XxNRirzbjfLdDli06zMaB,https://open.spotify.com/artist/3XxNRirzbjfLdDli06zMaB,short_term,
AJR,73,3596001,6s22t5Y3prQHyaHWUN1R1C,https://open.spotify.com/artist/6s22t5Y3prQHyaHWUN1R1C,short_term,
Nas,74,4185935,20qISvAhX20dpIbOOzGK3q,https://open.spotify.com/artist/20qISvAhX20dpIbOOzGK3q,short_term,"east coast hip hop, hip hop, old school hip hop"
KIDS SEE GHOSTS,59,1002528,2hPgGN4uhvXAxiXQBIXOmE,https://open.spotify.com/artist/2hPgGN4uhvXAxiXQBIXOmE,short_term,
Aminé,71,2006273,3Gm5F95VdRxW3mqCn8RPBJ,https://open.spotify.com/artist/3Gm5F95VdRxW3mqCn8RPBJ,short_term,
Teethe,41,30994,3K2gErmF9xLdo6dqOj1VbI,https://open.spotify.com/artist/3K2gErmF9xLdo6dqOj1VbI,short_term,"shoegaze, slowcore"
Asha Bhosle,73,9535550,5as8A4G47Ohu9NSWs3Je8U,https://open.spotify.com/artist/5as8A4G47Ohu9NSWs3Je8U,short_term,"bangla pop, bollywood, ghazal, hindi pop, marathi pop"
Chase Atlantic,83,9864950,7cYEt1pqMgXJdq00hAwVpT,https://open.spotify.com/artist/7cYEt1pqMgXJdq00hAwVpT,short_term,
Lupe Fiasco,70,1956239,01QTIT5P1pFP3QnnFSdsJf,https://open.spotify.com/artist/01QTIT5P1pFP3QnnFSdsJf,short_term,
MGMT,77,3481847,0SwO7SWeDHJijQ3XNS7xEE,https://open.spotify.com/artist/0SwO7SWeDHJijQ3XNS7xEE,short_term,indie
Cavetown,70,4402799,2hR4h1Cao2ueuI7Cx9c7V8,https://open.spotify.com/artist/2hR4h1Cao2ueuI7Cx9c7V8,short_term,bedroom pop
Korn,79,9141116,3RNrq3jvMZxD9ZyoOZbQOD,https://open.spotify.com/artist/3RNrq3jvMZxD9ZyoOZbQOD,short_term,"alternative metal, metal, nu metal, rap metal"
Mac DeMarco,82,7557604,3Sz7ZnJQBIHsXLUSo0OQtM,https://open.spotify.com/artist/3Sz7ZnJQBIHsXLUSo0OQtM,short_term,"indie, lo-fi indie"
Daft Punk,83,10658730,4tZwfgrHOc3mvqYlEYSvVi,https://open.spotify.com/artist/4tZwfgrHOc3mvqYlEYSvVi,short_term,"electro, electronic, french house"
Steve Lacy,81,6054478,57vWImR43h4CaDao012Ofp,https://open.spotify.com/artist/57vWImR43h4CaDao012Ofp,short_term,
Linkin Park,91,30396424,6XyY86QOPPrYVGvF9ch6wz,https://open.spotify.com/artist/6XyY86QOPPrYVGvF9ch6wz,short_term,"alternative metal, nu metal, rap metal, rock"
Vacations,72,1395381,0U7iI0Dk4Ojvi17nZboNO4,https://open.spotify.com/artist/0U7iI0Dk4Ojvi17nZboNO4,short_term,
Sex Bob-Omb,49,205814,0epidpyARaIPmKpFUwcgnJ,https://open.spotify.com/artist/0epidpyARaIPmKpFUwcgnJ,short_term,
Mitski,82,10547708,2uYWxilOVlUdk4oV9DvwqK,https://open.spotify.com/artist/2uYWxilOVlUdk4oV9DvwqK,short_term,
50 Cent,85,17908565,3q7HBObVc0L8jNeTe5Gofh,https://open.spotify.com/artist/3q7HBObVc0L8jNeTe5Gofh,short_term,"east coast hip hop, old school hip hop"
Weathers,55,312775,4OTFxPi5CtWyj1NThDe6z5,https://open.spotify.com/artist/4OTFxPi5CtWyj1NThDe6z5,short_term,
Jordana,64,208132,5Bw9kFNhy019e4IBCJZlzw,https://open.spotify.com/artist/5Bw9kFNhy019e4IBCJZlzw,short_term,
Yot Club,66,651097,6FugQjLquBF4JzATRN70bR,https://open.spotify.com/artist/6FugQjLquBF4JzATRN70bR,short_term,bedroom pop
Danny Gonzalez,42,248022,6pDkmNhHCLh7YEb3sXceOs,https://open.spotify.com/artist/6pDkmNhHCLh7YEb3sXceOs,short_term,
AC/DC,84,31433766,711MCceyCBcFnzjGY4Q7Un,https://open.spotify.com/artist/711MCceyCBcFnzjGY4Q7Un,short_term,"classic rock, hard rock, rock, rock and roll"
Sub Urban,68,1837704,7gXb99Sf9nNmpNYeAgIQFG,https://open.spotify.com/artist/7gXb99Sf9nNmpNYeAgIQFG,short_term,
Vinyl Theatre,38,159356,7xSEWLsywYbocdtt3xsQsU,https://open.spotify.com/artist/7xSEWLsywYbocdtt3xsQsU,short_term,
Mohammed Rafi,72,9623019,0gXDpqwYNDODn7fB0RDN8J,https://open.spotify.com/artist/0gXDpqwYNDODn7fB0RDN8J,short_term,"ghazal, hindi pop"
Gorillaz,83,13492228,3AA28KZvwAUcZuOKwyblJQ,https://open.spotify.com/artist/3AA28KZvwAUcZuOKwyblJQ,short_term,
Dominic Fike,79,2128141,6USv9qhCn6zfxlBQIYJ9qs,https://open.spotify.com/artist/6USv9qhCn6zfxlBQIYJ9qs,short_term,
Gunna,87,9635601,2hlmm7s2ICUX0LVIhVFlZQ,https://open.spotify.com/artist/2hlmm7s2ICUX0LVIhVFlZQ,short_term,melodic rap
¥$,75,1007849,4xPQFgDA5M2xa0ZGo5iIsv,https://open.spotify.com/artist/4xPQFgDA5M2xa0ZGo5iIsv,short_term,
WonderBag,47,17315,56IHVHdO0KMmJS0RpLq35c,https://open.spotify.com/artist/56IHVHdO0KMmJS0RpLq35c,short_term,
Chaar Diwaari,53,108898,2n4q8jLM4WLwlva1sZ2WRx,https://open.spotify.com/artist/2n4q8jLM4WLwlva1sZ2WRx,short_term,"desi hip hop, hindi hip hop, hindi indie, indian indie"
Empire Of The Sun,82,1884237,67hb7towEyKvt5Z8Bx306c,https://open.spotify.com/artist/67hb7towEyKvt5Z8Bx306c,short_term,
